padd,intercept_kb,stock_lag1,lag_production_kbd,lag_demand_kbd,lag_imports_kbd,lag_exports_kbd,lag_net_receipts_kbd,lag_adjustments_kbd,lag_transfers_kbd,lag_direct_use_kbd
1,1600.1676408071326,0.78394306635531,0.0,0.0,0.8074803306829959,0.0,1.8507240296732057,4.213535940017161,0.0,0.0
2,13336.575803633561,0.922275036015927,13.079611843055222,12.127877564119544,9.116288355355213,6.406295470782958,10.346754396456275,6.0908268718706084,10.981712069936927,0.0
3,35906.84850282193,0.9024688328328784,4.677765929330952,4.700323164272322,0.2563485184406136,5.109376611023168,1.595572738564499,5.877895855171989,2.2484060422322183,0.0
4,-439.17994073122463,0.8677417600767909,5.227649493839454,1.0978633550301817,5.228679901229062,2.570740745334827,3.768143462096562,5.9790734654251265,11.968234037565162,0.0
5,22636.181283169153,0.48380894498491744,13.949384934831068,8.253379711818328,6.560558091283254,16.32382011112902,10.987224233778514,8.383965310106992,0.0,0.0
