region,previous_mae_kb,refit_mae_kb,improvement_pct,forecast_observations
U.S.,9111.591025641024,9055.392310594596,0.6167826770130391,156
PADD 1,875.6089743589744,671.0527834147109,23.361591410597093,156
PADD 2,4033.2948717948734,3004.130948913719,25.516704223094955,156
PADD 3,7848.242307692305,7194.168439676997,8.33401725344578,156
PADD 4,667.2320512820512,840.91848240847,-26.03088847316155,156
PADD 5,2204.2999999999997,1382.366978706839,37.28771135023186,156
