padd,model,fold,train_end,test_start,test_end,train_mae_kb,mae_kb,rmse_kb,r2,n
1,legacy_constrained_level,5,2018-06-01,2018-07-01,2019-06-01,1168.888621504069,1429.6157748286485,1736.3774273804152,-0.8414545218094205,12
1,legacy_constrained_level,6,2019-06-01,2019-07-01,2020-06-01,1181.357777959447,1042.2209395167363,1522.2848183974584,-1.2113456242132372,12
1,legacy_constrained_level,7,2020-06-01,2020-07-01,2021-06-01,1149.892281692866,1003.808433237754,1256.11006674848,0.24681330483600128,12
1,legacy_constrained_level,8,2021-06-01,2021-07-01,2022-06-01,1134.1500590631056,763.0927905285972,908.711109515695,-1.9482136282835905,12
1,legacy_constrained_level,9,2022-06-01,2022-07-01,2023-06-01,1107.6534411713867,772.0746868235555,923.4134166338274,-4.229629358656175,12
1,legacy_constrained_level,10,2023-06-01,2023-07-01,2024-06-01,1081.7933943992505,587.6316982880525,779.4872780002217,-0.5485384718080291,12
1,constrained_level,1,2014-06-01,2014-07-01,2015-06-01,926.297708532544,1788.7219028748084,2071.018985782459,0.17926150028828647,12
1,constrained_level,2,2015-06-01,2015-07-01,2016-06-01,963.774431804138,1474.5892834860324,2061.980619342113,0.37493496534950366,12
1,constrained_level,3,2016-06-01,2016-07-01,2017-06-01,1028.8648929756937,1849.2466381953652,2347.4742211007865,-0.8298566237194904,12
1,constrained_level,4,2017-06-01,2017-07-01,2018-06-01,1122.9787926329193,1613.6024254329434,1962.755593123147,-0.12634674679114255,12
1,constrained_level,5,2018-06-01,2018-07-01,2019-06-01,1174.079508034961,1372.3962041611223,1661.7132920487645,-0.6864944732410583,12
1,constrained_level,6,2019-06-01,2019-07-01,2020-06-01,1184.9156531704903,830.2938405107743,1234.9641427653899,-0.4553702395679686,12
1,constrained_level,7,2020-06-01,2020-07-01,2021-06-01,1155.3112018263043,912.6789121402949,1170.1996856861085,0.34631698342431394,12
1,constrained_level,8,2021-06-01,2021-07-01,2022-06-01,1123.3344076851865,752.0226241940604,869.9630371593539,-1.70214640481902,12
1,constrained_level,9,2022-06-01,2022-07-01,2023-06-01,1088.9916386946309,788.4964887848282,936.4155191021615,-4.377937548468395,12
1,constrained_level,10,2023-06-01,2023-07-01,2024-06-01,1062.1250044923302,480.8517514507796,571.4616673476343,0.16770335409584192,12
1,ridge_change,1,2014-06-01,2014-07-01,2015-06-01,974.8216316443564,1002.4425588534727,1319.7666841209832,0.6667033354996021,12
1,ridge_change,2,2015-06-01,2015-07-01,2016-06-01,975.5435259463316,1429.487149548989,1653.8094962118096,0.5979065391495162,12
1,ridge_change,3,2016-06-01,2016-07-01,2017-06-01,1035.1357550877037,1931.584036572968,2212.74321854201,-0.6258386210421922,12
1,ridge_change,4,2017-06-01,2017-07-01,2018-06-01,1121.4362387156214,1439.3613986713797,1932.9710697250814,-0.09242182972978408,12
1,ridge_change,5,2018-06-01,2018-07-01,2019-06-01,1140.8858474135054,1319.433792286323,1615.8254526353164,-0.594636220817087,12
1,ridge_change,6,2019-06-01,2019-07-01,2020-06-01,1150.507965906955,884.4206590277798,1325.4417193707052,-0.6764324796123782,12
1,ridge_change,7,2020-06-01,2020-07-01,2021-06-01,1124.9691644349373,688.7380545036386,968.8619872365799,0.5519039854058898,12
1,ridge_change,8,2021-06-01,2021-07-01,2022-06-01,1087.8588236573337,521.9813069788989,621.7232264198619,-0.38007109051933985,12
1,ridge_change,9,2022-06-01,2022-07-01,2023-06-01,1049.4345965858927,560.5153841195219,669.3921031683861,-1.748145475818276,12
1,ridge_change,10,2023-06-01,2023-07-01,2024-06-01,1018.5841774898499,631.2400975626492,702.0203365618249,-0.2560395740219217,12
1,seasonal_ridge_change,1,2014-06-01,2014-07-01,2015-06-01,958.2558773162757,961.1572625047917,1304.1398212609329,0.674549489042513,12
1,seasonal_ridge_change,2,2015-06-01,2015-07-01,2016-06-01,953.4056167923808,1372.9565306686673,1586.5035633247353,0.6299689641782766,12
1,seasonal_ridge_change,3,2016-06-01,2016-07-01,2017-06-01,1010.0333579426508,1931.7143578251464,2183.6916642540778,-0.5834269468442037,12
1,seasonal_ridge_change,4,2017-06-01,2017-07-01,2018-06-01,1097.1109365410828,1504.908698549439,1922.5464725530442,-0.080670645710891,12
1,seasonal_ridge_change,5,2018-06-01,2018-07-01,2019-06-01,1127.9389974080725,1296.851740866402,1535.714975801368,-0.44043602182783026,12
1,seasonal_ridge_change,6,2019-06-01,2019-07-01,2020-06-01,1135.7866759138203,821.2111986210301,1244.9262617659383,-0.47894509332101154,12
1,seasonal_ridge_change,7,2020-06-01,2020-07-01,2021-06-01,1107.106637397294,670.3884298878702,985.060310954433,0.536795371941525,12
1,seasonal_ridge_change,8,2021-06-01,2021-07-01,2022-06-01,1066.3429852801007,550.3807940257868,668.003800938964,-0.593181084476649,12
1,seasonal_ridge_change,9,2022-06-01,2022-07-01,2023-06-01,1031.4620235419334,541.130292949737,627.4317669397606,-1.4144129734968627,12
1,seasonal_ridge_change,10,2023-06-01,2023-07-01,2024-06-01,999.8596189834627,592.3431528078794,718.7642697037924,-0.316669866143946,12
1,polynomial_ridge_change,1,2014-06-01,2014-07-01,2015-06-01,1001.7824579378293,989.3316491422943,1237.8141221338096,0.706811108157275,12
1,polynomial_ridge_change,2,2015-06-01,2015-07-01,2016-06-01,995.3476180378416,1415.5888770315426,1638.0879932177147,0.6055149930421333,12
1,polynomial_ridge_change,3,2016-06-01,2016-07-01,2017-06-01,1040.0914711303794,1910.4714570036256,2299.3421091643654,-0.7555879234091329,12
1,polynomial_ridge_change,4,2017-06-01,2017-07-01,2018-06-01,1128.6644633947562,1621.4376601165798,2080.1824752686643,-0.26515148147991763,12
1,polynomial_ridge_change,5,2018-06-01,2018-07-01,2019-06-01,1170.8080469678816,1464.1763083801677,1740.5438999074665,-0.850302338599026,12
1,polynomial_ridge_change,6,2019-06-01,2019-07-01,2020-06-01,1188.5603043611766,811.7274945199061,1317.0427353339758,-0.6552535507888562,12
1,polynomial_ridge_change,7,2020-06-01,2020-07-01,2021-06-01,1155.8176611236308,751.2494546501116,965.3123804250042,0.5551813376422747,12
1,polynomial_ridge_change,8,2021-06-01,2021-07-01,2022-06-01,1125.3806864305236,655.0821938152096,829.7167339782103,-1.4579156372466366,12
1,polynomial_ridge_change,9,2022-06-01,2022-07-01,2023-06-01,1086.1201314621296,784.6522813457867,889.5924008367376,-3.853563078448331,12
1,polynomial_ridge_change,10,2023-06-01,2023-07-01,2024-06-01,1059.4968228265395,670.361038063466,826.3215187411422,-0.740211609874782,12
1,spline_ridge_change,1,2014-06-01,2014-07-01,2015-06-01,851.796840517119,1119.7673097641673,1491.6846697261117,0.5742146658265321,12
1,spline_ridge_change,2,2015-06-01,2015-07-01,2016-06-01,867.2244450666548,1308.9630978496623,1500.2620192535455,0.669104944810545,12
1,spline_ridge_change,3,2016-06-01,2016-07-01,2017-06-01,926.6572307068162,1748.1162892977547,2245.873697357829,-0.6748891020823435,12
1,spline_ridge_change,4,2017-06-01,2017-07-01,2018-06-01,987.6845125432783,1489.6264949791232,1912.6915251677328,-0.06962003471172817,12
1,spline_ridge_change,5,2018-06-01,2018-07-01,2019-06-01,1027.2967492220637,1266.9286461981887,1532.881633050908,-0.4351258123940429,12
1,spline_ridge_change,6,2019-06-01,2019-07-01,2020-06-01,1043.5546782955964,931.926915872547,1329.4795612256794,-0.6866622467520183,12
1,spline_ridge_change,7,2020-06-01,2020-07-01,2021-06-01,1018.4201460588149,842.0740343159614,1173.6061439545408,0.34250569381888973,12
1,spline_ridge_change,8,2021-06-01,2021-07-01,2022-06-01,982.5864856737007,560.7065988668379,800.0312916502949,-1.2851842494499048,12
1,spline_ridge_change,9,2022-06-01,2022-07-01,2023-06-01,951.9207028171134,541.2762798069107,635.5279554989303,-1.4771246865485033,12
1,spline_ridge_change,10,2023-06-01,2023-07-01,2024-06-01,919.1853054337341,653.4994916254299,835.7734903152617,-0.7802505146009557,12
1,random_forest_change,1,2014-06-01,2014-07-01,2015-06-01,897.4806261211189,996.221049610854,1302.8299775072742,0.6752029086146535,12
1,random_forest_change,2,2015-06-01,2015-07-01,2016-06-01,881.9316941836553,1493.294870101341,1741.7924208705972,0.5539856410403039,12
1,random_forest_change,3,2016-06-01,2016-07-01,2017-06-01,934.5191365116557,1936.0191294246267,2248.745759196047,-0.6791755950231584,12
1,random_forest_change,4,2017-06-01,2017-07-01,2018-06-01,997.6712169950113,1601.5101009816162,1982.8343355972527,-0.14950939001471952,12
1,random_forest_change,5,2018-06-01,2018-07-01,2019-06-01,1037.1651004400205,1281.6007394179971,1518.3223635021834,-0.40799370259877565,12
1,random_forest_change,6,2019-06-01,2019-07-01,2020-06-01,1024.8760019564083,916.6601830796694,1453.7112644159442,-1.016606233240637,12
1,random_forest_change,7,2020-06-01,2020-07-01,2021-06-01,997.6614568508475,769.9495021274432,1068.024073447735,0.4554856479694245,12
1,random_forest_change,8,2021-06-01,2021-07-01,2022-06-01,969.2545847001595,589.1522658511925,698.4176112914129,-0.7415567796400169,12
1,random_forest_change,9,2022-06-01,2022-07-01,2023-06-01,934.9287981947258,513.7809930686268,597.7108108776164,-1.1910927990352662,12
1,random_forest_change,10,2023-06-01,2023-07-01,2024-06-01,903.9369456492659,568.0925656965499,657.9925145633789,-0.10343268095418878,12
1,xgboost_change,1,2014-06-01,2014-07-01,2015-06-01,846.0917593149038,1045.9744466145833,1355.5549631071794,0.6483821545773294,12
1,xgboost_change,2,2015-06-01,2015-07-01,2016-06-01,851.3327473958333,1490.5297037760417,1733.014613503007,0.5584697151897199,12
1,xgboost_change,3,2016-06-01,2016-07-01,2017-06-01,921.6972177542892,1921.7972819010417,2213.7276729640544,-0.6272856213573328,12
1,xgboost_change,4,2017-06-01,2017-07-01,2018-06-01,984.7703450520834,1667.7813313802083,2027.3783860976143,-0.20173659422775048,12
1,xgboost_change,5,2018-06-01,2018-07-01,2019-06-01,1031.1228918650793,1276.00634765625,1515.6261778008777,-0.4029976069256478,12
1,xgboost_change,6,2019-06-01,2019-07-01,2020-06-01,1028.9439538043478,837.3976236979166,1335.573965532335,-0.7021611865804576,12
1,xgboost_change,7,2020-06-01,2020-07-01,2021-06-01,1006.5954752604167,728.4300537109375,1023.1384602311334,0.5002922695620147,12
1,xgboost_change,8,2021-06-01,2021-07-01,2022-06-01,980.7210165895061,627.8341064453125,735.4998796158557,-0.9314011524190919,12
1,xgboost_change,9,2022-06-01,2022-07-01,2023-06-01,955.8216454516883,520.9501139322916,610.9531524071991,-1.2892560442802488,12
1,xgboost_change,10,2023-06-01,2023-07-01,2024-06-01,924.7662156628024,592.1985677083334,683.1021830087986,-0.18925581307478634,12
1,neural_network_change,1,2014-06-01,2014-07-01,2015-06-01,862.9401049421177,1282.1536217606351,1574.3458644037632,0.5257176742351555,12
1,neural_network_change,2,2015-06-01,2015-07-01,2016-06-01,898.5138533492233,1276.567934548312,1571.2571613354955,0.6370468350111099,12
1,neural_network_change,3,2016-06-01,2016-07-01,2017-06-01,925.2055797768857,1781.564119589483,1984.4439535721276,-0.3076546856284055,12
1,neural_network_change,4,2017-06-01,2017-07-01,2018-06-01,997.2728207254962,1407.9088908408721,1777.726508768103,0.07600513264312769,12
1,neural_network_change,5,2018-06-01,2018-07-01,2019-06-01,1012.4659929701623,1235.5150438906362,1444.7988379342585,-0.2749334098516918,12
1,neural_network_change,6,2019-06-01,2019-07-01,2020-06-01,1024.9586697311165,768.5516327859006,1062.4929683643215,-0.07725104231801794,12
1,neural_network_change,7,2020-06-01,2020-07-01,2021-06-01,993.5458168590648,665.9273901314806,1014.302864847706,0.5088857318938269,12
1,neural_network_change,8,2021-06-01,2021-07-01,2022-06-01,962.3901168522791,547.1667484324054,668.5176974135973,-0.5956333012660391,12
1,neural_network_change,9,2022-06-01,2022-07-01,2023-06-01,926.7051599664314,505.5836613460219,632.5609966407744,-1.4540497884129726,12
1,neural_network_change,10,2023-06-01,2023-07-01,2024-06-01,900.2139301240489,672.1576343414632,842.4047994941512,-0.8086128058143864,12
1,rolling_ridge_change,1,2014-06-01,2014-07-01,2015-06-01,969.6527256658683,1084.5022902122146,1387.6893334552767,0.6315138697700139,12
1,rolling_ridge_change,2,2015-06-01,2015-07-01,2016-06-01,971.5591734916118,1407.4707871401922,1588.537059521603,0.6290197839166787,12
1,rolling_ridge_change,3,2016-06-01,2016-07-01,2017-06-01,1029.4642072121237,2033.258970249937,2302.8547538996845,-0.760955951984184,12
1,rolling_ridge_change,4,2017-06-01,2017-07-01,2018-06-01,1132.7381020417656,1542.0983482485026,1972.3243680558262,-0.1373557896672073,12
1,rolling_ridge_change,5,2018-06-01,2018-07-01,2019-06-01,1205.9605418609556,1283.4150874803568,1544.6350598226861,-0.45721794583784225,12
1,rolling_ridge_change,6,2019-06-01,2019-07-01,2020-06-01,1231.5813291616817,981.2434173785495,1389.0037716978923,-0.8410756917192959,12
1,rolling_ridge_change,7,2020-06-01,2020-07-01,2021-06-01,1180.0390107882683,771.9969647005179,1064.7196991263643,0.4588497965495435,12
1,rolling_ridge_change,8,2021-06-01,2021-07-01,2022-06-01,1142.2839154862393,516.5138799244627,651.3163027953952,-0.514576353642908,12
1,rolling_ridge_change,9,2022-06-01,2022-07-01,2023-06-01,1101.1091492201297,555.2524928611737,645.5409351592023,-1.5557956318055202,12
1,rolling_ridge_change,10,2023-06-01,2023-07-01,2024-06-01,1095.5536881071184,614.8290747652635,712.237720645767,-0.2928670807456,12
1,damped_ridge_change,1,2014-06-01,2014-07-01,2015-06-01,994.9371627009351,929.8922526725474,1250.381095180339,0.7008276565880907,12
1,damped_ridge_change,2,2015-06-01,2015-07-01,2016-06-01,983.9589055522129,1441.3115986676667,1642.6383168007396,0.6033203275730026,12
1,damped_ridge_change,3,2016-06-01,2016-07-01,2017-06-01,1039.9387479156699,1987.4405122459073,2284.5049283975873,-0.7330041294102807,12
1,damped_ridge_change,4,2017-06-01,2017-07-01,2018-06-01,1132.8750928553566,1591.579349274719,2040.441763856671,-0.21727322664225368,12
1,damped_ridge_change,5,2018-06-01,2018-07-01,2019-06-01,1170.2969320353986,1382.3116690681072,1659.0207843265196,-0.6810335786826758,12
1,damped_ridge_change,6,2019-06-01,2019-07-01,2020-06-01,1182.7480985074776,827.6795904036097,1281.6233626557566,-0.5674208697388397,12
1,damped_ridge_change,7,2020-06-01,2020-07-01,2021-06-01,1152.1586178260625,677.2871481421652,945.5475295860964,0.5732102545672666,12
1,damped_ridge_change,8,2021-06-01,2021-07-01,2022-06-01,1114.2991191976082,558.7737303462267,669.1199151728842,-0.5985093702917936,12
1,damped_ridge_change,9,2022-06-01,2022-07-01,2023-06-01,1076.632174772219,568.5435905030192,654.8360215734151,-1.6299268686400614,12
1,damped_ridge_change,10,2023-06-01,2023-07-01,2024-06-01,1043.8930099270665,590.1299097372729,701.0284686832963,-0.2524928243217066,12
1,ensemble_change,1,2014-06-01,2014-07-01,2015-06-01,896.5105319129865,1001.1175753096826,1317.886331279636,0.6676523954776785,12
1,ensemble_change,2,2015-06-01,2015-07-01,2016-06-01,890.4925213991676,1440.8313664603977,1682.0024171499588,0.5840805033682175,12
1,ensemble_change,3,2016-06-01,2016-07-01,2017-06-01,954.0600547505173,1929.8436074923677,2211.643938181419,-0.6242236044407674,12
1,ensemble_change,4,2017-06-01,2017-07-01,2018-06-01,1025.104707876031,1588.0924717537507,1972.9037322113124,-0.1380240772658372,12
1,ensemble_change,5,2018-06-01,2018-07-01,2019-06-01,1064.5814279314206,1284.8196775542453,1518.045292661625,-0.4074798744248542,12
1,ensemble_change,6,2019-06-01,2019-07-01,2020-06-01,1060.0394872586692,842.1566123455021,1336.0362306507602,-0.7033396850147151,12
1,ensemble_change,7,2020-06-01,2020-07-01,2021-06-01,1034.1587780834254,709.4846085262583,1016.7958790598422,0.506468585025915,12
1,ensemble_change,8,2021-06-01,2021-07-01,2022-06-01,1003.3452625404652,566.6793451646193,684.1042726361701,-0.6709054669184118,12
1,ensemble_change,9,2022-06-01,2022-07-01,2023-06-01,970.148550575564,511.46469636623107,604.5115463574164,-1.2412368287909978,12
1,ensemble_change,10,2023-06-01,2023-07-01,2024-06-01,939.4721704092711,584.2114374663569,681.2373356963086,-0.182771414907974,12
2,persistence,1,2014-06-01,2014-07-01,2015-06-01,2821.7948717948716,5647.416666666667,6925.035120247887,0.9013143862455878,12
2,persistence,2,2015-06-01,2015-07-01,2016-06-01,3198.5444444444443,3698.0833333333335,4675.156387758596,0.6635523933912658,12
2,persistence,3,2016-06-01,2016-07-01,2017-06-01,3257.3137254901962,3286.3333333333335,4002.9969606117197,0.357074118800094,12
2,persistence,4,2017-06-01,2017-07-01,2018-06-01,3260.3684210526317,7623.333333333333,8490.276762273419,0.6266166047193791,12
2,persistence,5,2018-06-01,2018-07-01,2019-06-01,3675.8888888888887,3719.0833333333335,4726.674350604944,0.8432028697002758,12
2,persistence,6,2019-06-01,2019-07-01,2020-06-01,3679.644927536232,7124.75,8839.739980150245,-0.09645376513546866,12
2,persistence,7,2020-06-01,2020-07-01,2021-06-01,3955.2533333333336,4138.5,5503.021957676225,0.42537328824510234,12
2,persistence,8,2021-06-01,2021-07-01,2022-06-01,3968.8271604938273,3989.1666666666665,4574.475616577999,0.34566600862136343,12
2,persistence,9,2022-06-01,2022-07-01,2023-06-01,3970.229885057471,4592.666666666667,6269.601422738131,0.40218947427903706,12
2,persistence,10,2023-06-01,2023-07-01,2024-06-01,4010.3870967741937,5201.166666666667,5856.725621027504,-0.09808411546891405,12
2,seasonal_naive,1,2014-06-01,2014-07-01,2015-06-01,10649.923076923076,24920.166666666668,30480.734035343266,-0.9118804346320757,12
2,seasonal_naive,2,2015-06-01,2015-07-01,2016-06-01,12552.622222222222,31065.166666666668,34545.114999567355,-17.369546842493985,12
2,seasonal_naive,3,2016-06-01,2016-07-01,2017-06-01,14730.56862745098,7873.0,8845.022545665632,-2.1389780338373243,12
2,seasonal_naive,4,2017-06-01,2017-07-01,2018-06-01,14008.719298245614,22087.5,25965.041324827504,-2.4921214715415068,12
2,seasonal_naive,5,2018-06-01,2018-07-01,2019-06-01,14778.126984126984,22087.5,24533.909435038408,-3.224353575909796,12
2,seasonal_naive,6,2019-06-01,2019-07-01,2020-06-01,15413.72463768116,10000.0,12555.18588738003,-1.211860008594086,12
2,seasonal_naive,7,2020-06-01,2020-07-01,2021-06-01,14980.626666666667,12770.0,13805.88110190726,-2.6166924272001175,12
2,seasonal_naive,8,2021-06-01,2021-07-01,2022-06-01,14816.876543209877,27650.416666666668,28147.375030068673,-23.77380112078183,12
2,seasonal_naive,9,2022-06-01,2022-07-01,2023-06-01,15701.948275862069,13316.166666666666,14828.473522247663,-2.3440794335526256,12
2,seasonal_naive,10,2023-06-01,2023-07-01,2024-06-01,15548.02688172043,7309.833333333333,8381.883350417136,-1.2491016147591885,12
2,seasonal_change,1,2014-06-01,2014-07-01,2015-06-01,2904.637606837606,4947.300000000002,6333.250031381993,0.9174602491068373,12
2,seasonal_change,2,2015-06-01,2015-07-01,2016-06-01,3176.992592592593,3656.516666666668,4312.092625396634,0.7137791154964844,12
2,seasonal_change,3,2016-06-01,2016-07-01,2017-06-01,3233.4071895424845,3050.8333333333358,3820.6717297703917,0.4143072637857048,12
2,seasonal_change,4,2017-06-01,2017-07-01,2018-06-01,3214.18888888889,7457.716666666664,9374.066978105075,0.544836518941542,12
2,seasonal_change,5,2018-06-01,2018-07-01,2019-06-01,3618.3343915343917,3863.9666666666694,4481.611829836823,0.8590402173530653,12
2,seasonal_change,6,2019-06-01,2019-07-01,2020-06-01,3639.6937198067635,6048.899999999998,7726.468430876636,0.1623291336489986,12
2,seasonal_change,7,2020-06-01,2020-07-01,2021-06-01,3832.4302222222223,3511.283333333334,5237.7321087788905,0.47944109140309876,12
2,seasonal_change,8,2021-06-01,2021-07-01,2022-06-01,3808.641563786008,4557.066666666668,5431.993036323471,0.07735367411253402,12
2,seasonal_change,9,2022-06-01,2022-07-01,2023-06-01,3860.257088122605,6367.266666666667,8728.121892671605,-0.15857805559549165,12
2,seasonal_change,10,2023-06-01,2023-07-01,2024-06-01,4021.999641577061,4812.200000000002,5466.835897177332,0.04325119752758011,12
2,forecast_flow_identity,1,2014-06-01,2014-07-01,2015-06-01,3042.2387005638125,5758.290387848278,6940.875499723611,0.9008624014104106,12
2,forecast_flow_identity,2,2015-06-01,2015-07-01,2016-06-01,3404.3789255350744,3848.223415501348,4612.597465440949,0.6724962558738161,12
2,forecast_flow_identity,3,2016-06-01,2016-07-01,2017-06-01,3456.5959243546354,3366.8130375461237,4122.006788568124,0.3182772402336661,12
2,forecast_flow_identity,4,2017-06-01,2017-07-01,2018-06-01,3447.145094164266,7716.771514232081,9524.075429413046,0.5301524589400155,12
2,forecast_flow_identity,5,2018-06-01,2018-07-01,2019-06-01,3853.776181789772,5023.858391179805,5986.152296776295,0.7485091034053573,12
2,forecast_flow_identity,6,2019-06-01,2019-07-01,2020-06-01,3955.5224608671665,5978.422515658934,7566.134343292928,0.1967339001576056,12
2,forecast_flow_identity,7,2020-06-01,2020-07-01,2021-06-01,4117.354465250508,3709.0722579872745,5638.601235219899,0.3967100600586061,12
2,forecast_flow_identity,8,2021-06-01,2021-07-01,2022-06-01,4087.1113387865644,4832.882260635717,5668.476151342024,-0.004730289783237529,12
2,forecast_flow_identity,9,2022-06-01,2022-07-01,2023-06-01,4138.543816155472,6713.666972523479,9105.318737500123,-0.2608807057814617,12
2,forecast_flow_identity,10,2023-06-01,2023-07-01,2024-06-01,4304.680793985665,4550.019878414281,5303.247295008297,0.09965364526248299,12
