time_period,flow_breakdown,obs_value,assessment_code
2008-02-01,TOTEXPSB,578.0,1
2008-02-01,TOTIMPSB,279439.0,1
2008-03-01,INDPROD,160868.0,1
2008-03-01,REFINOBS,445289.0,1
2008-03-01,TOTEXPSB,910.0,1
2008-03-01,TOTIMPSB,298712.0,1
2008-04-01,INDPROD,155403.0,1
2008-04-01,REFINOBS,443966.0,1
2008-04-01,TOTEXPSB,419.0,1
2008-04-01,TOTIMPSB,299373.0,1
2008-05-01,INDPROD,159437.0,1
2008-05-01,REFINOBS,473155.0,1
2008-05-01,TOTEXPSB,581.0,1
2008-05-01,TOTIMPSB,299584.0,1
2008-06-01,INDPROD,154133.0,1
2008-06-01,REFINOBS,462522.0,1
2008-06-01,TOTEXPSB,659.0,1
2008-06-01,TOTIMPSB,300528.0,1
2008-07-01,INDPROD,160481.0,1
2008-07-01,REFINOBS,472919.0,1
2008-07-01,TOTEXPSB,894.0,1
2008-07-01,TOTIMPSB,314092.0,1
2008-08-01,INDPROD,155092.0,1
2008-08-01,REFINOBS,463366.0,1
2008-08-01,TOTEXPSB,1234.0,1
2008-08-01,TOTIMPSB,320049.0,1
2008-09-01,INDPROD,119208.0,1
2008-09-01,REFINOBS,382781.0,1
2008-09-01,TOTEXPSB,1173.0,1
2008-09-01,TOTIMPSB,253396.0,1
2008-10-01,INDPROD,146868.0,1
2008-10-01,REFINOBS,451125.0,1
2008-10-01,TOTEXPSB,1321.0,1
2008-10-01,TOTIMPSB,312681.0,1
2008-11-01,INDPROD,152343.0,1
2008-11-01,REFINOBS,438184.0,1
2008-11-01,TOTEXPSB,916.0,1
2008-11-01,TOTIMPSB,298309.0,1
2008-12-01,INDPROD,158183.0,1
2008-12-01,REFINOBS,444919.0,1
2008-12-01,TOTEXPSB,1413.0,1
2008-12-01,TOTIMPSB,291995.0,1
2009-01-01,INDPROD,159467.0,1
2009-01-01,REFINOBS,438531.0,1
2009-01-01,STATDIFF,4554.0,3
2009-01-01,TOTEXPSB,1122.0,1
2009-01-01,TOTIMPSB,305416.0,1
2009-02-01,INDPROD,146698.0,1
2009-02-01,REFINOBS,395745.0,1
2009-02-01,STATDIFF,4688.0,3
2009-02-01,TOTEXPSB,833.0,1
2009-02-01,TOTIMPSB,257735.0,1
2009-03-01,INDPROD,161776.0,1
2009-03-01,REFINOBS,437672.0,1
2009-03-01,STATDIFF,1077.0,3
2009-03-01,TOTEXPSB,943.0,1
2009-03-01,TOTIMPSB,292664.0,1
2009-04-01,INDPROD,158344.0,1
2009-04-01,REFINOBS,431469.0,1
2009-04-01,STATDIFF,1652.0,3
2009-04-01,TOTEXPSB,799.0,1
2009-04-01,TOTIMPSB,282185.0,1
2009-05-01,INDPROD,166684.0,1
2009-05-01,REFINOBS,448961.0,1
2009-05-01,STATDIFF,-4592.0,3
2009-05-01,TOTEXPSB,1634.0,1
2009-05-01,TOTIMPSB,276869.0,1
2009-06-01,INDPROD,158079.0,1
2009-06-01,REFINOBS,445507.0,1
2009-06-01,STATDIFF,-7957.0,3
2009-06-01,TOTEXPSB,1698.0,1
2009-06-01,TOTIMPSB,275160.0,1
2009-07-01,INDPROD,167336.0,1
2009-07-01,REFINOBS,453727.0,1
2009-07-01,STATDIFF,637.0,3
2009-07-01,TOTEXPSB,971.0,1
2009-07-01,TOTIMPSB,286024.0,1
2009-08-01,INDPROD,167945.0,1
2009-08-01,REFINOBS,452372.0,1
2009-08-01,STATDIFF,-4819.0,3
2009-08-01,TOTEXPSB,1091.0,1
2009-08-01,TOTIMPSB,275371.0,1
2009-09-01,INDPROD,166765.0,1
2009-09-01,REFINOBS,441304.0,1
2009-09-01,STATDIFF,735.0,3
2009-09-01,TOTEXPSB,1265.0,1
2009-09-01,TOTIMPSB,276701.0,1
2009-10-01,INDPROD,171258.0,1
2009-10-01,REFINOBS,436954.0,1
2009-10-01,STATDIFF,-1092.0,3
2009-10-01,TOTEXPSB,2241.0,1
2009-10-01,TOTIMPSB,265536.0,1
2009-11-01,INDPROD,161838.0,1
2009-11-01,REFINOBS,416928.0,1
2009-11-01,STATDIFF,323.0,3
2009-11-01,TOTEXPSB,1365.0,1
2009-11-01,TOTIMPSB,261269.0,1
2009-12-01,INDPROD,169004.0,1
2009-12-01,REFINOBS,433486.0,1
2009-12-01,STATDIFF,-6421.0,3
2009-12-01,TOTEXPSB,2022.0,1
2009-12-01,TOTIMPSB,252128.0,1
2010-01-01,INDPROD,167529.0,1
2010-01-01,REFINOBS,423661.0,1
2010-01-01,STATDIFF,1842.0,3
2010-01-01,TOTEXPSB,1008.0,1
2010-01-01,TOTIMPSB,262083.0,1
2010-02-01,INDPROD,155496.0,1
2010-02-01,REFINOBS,390593.0,1
2010-02-01,STATDIFF,2952.0,3
2010-02-01,TOTEXPSB,1621.0,1
2010-02-01,TOTIMPSB,243044.0,1
2010-03-01,INDPROD,170976.0,1
2010-03-01,REFINOBS,443724.0,1
2010-03-01,STATDIFF,2898.0,3
2010-03-01,TOTEXPSB,1395.0,1
2010-03-01,TOTIMPSB,288060.0,1
2010-04-01,INDPROD,161769.0,1
2010-04-01,REFINOBS,453925.0,1
2010-04-01,STATDIFF,-3918.0,3
2010-04-01,TOTEXPSB,1095.0,1
2010-04-01,TOTIMPSB,292219.0,1
2010-05-01,INDPROD,167427.0,1
2010-05-01,REFINOBS,471668.0,1
2010-05-01,STATDIFF,-5008.0,3
2010-05-01,TOTEXPSB,1121.0,1
2010-05-01,TOTIMPSB,298275.0,1
2010-06-01,INDPROD,161385.0,1
2010-06-01,REFINOBS,461454.0,1
2010-06-01,STATDIFF,-824.0,3
2010-06-01,TOTEXPSB,937.0,1
2010-06-01,TOTIMPSB,304385.0,1
2010-07-01,INDPROD,164234.0,1
2010-07-01,REFINOBS,481087.0,1
2010-07-01,STATDIFF,-7041.0,3
2010-07-01,TOTEXPSB,2140.0,1
2010-07-01,TOTIMPSB,306587.0,1
2010-08-01,INDPROD,168867.0,1
2010-08-01,REFINOBS,468408.0,1
2010-08-01,STATDIFF,-6760.0,3
2010-08-01,TOTEXPSB,1113.0,1
2010-08-01,TOTIMPSB,294057.0,1
2010-09-01,INDPROD,168473.0,1
2010-09-01,REFINOBS,442204.0,1
2010-09-01,STATDIFF,-1352.0,3
2010-09-01,TOTEXPSB,1838.0,1
2010-09-01,TOTIMPSB,275038.0,1
2010-10-01,INDPROD,174547.0,1
2010-10-01,REFINOBS,434001.0,1
2010-10-01,STATDIFF,-1604.0,3
2010-10-01,TOTEXPSB,728.0,1
2010-10-01,TOTIMPSB,263173.0,1
2010-11-01,INDPROD,167272.0,1
2010-11-01,REFINOBS,439110.0,1
2010-11-01,STATDIFF,-3709.0,3
2010-11-01,TOTEXPSB,953.0,1
2010-11-01,TOTIMPSB,258227.0,1
2010-12-01,INDPROD,173831.0,1
2010-12-01,REFINOBS,464259.0,1
2010-12-01,STATDIFF,-12691.0,3
2010-12-01,TOTEXPSB,1249.0,1
2010-12-01,TOTIMPSB,267553.0,1
2011-01-01,INDPROD,170393.0,1
2011-01-01,REFINOBS,447107.0,1
2011-01-01,STATDIFF,-6912.0,3
2011-01-01,TOTEXPSB,2228.0,1
2011-01-01,TOTIMPSB,281139.0,1
2011-02-01,INDPROD,151354.0,1
2011-02-01,REFINOBS,382929.0,1
2011-02-01,STATDIFF,-7755.0,3
2011-02-01,TOTEXPSB,847.0,1
2011-02-01,TOTIMPSB,224364.0,1
2011-03-01,INDPROD,174158.0,1
2011-03-01,REFINOBS,447988.0,1
2011-03-01,STATDIFF,-5381.0,3
2011-03-01,TOTEXPSB,1126.0,1
2011-03-01,TOTIMPSB,280016.0,1
2011-04-01,INDPROD,166858.0,1
2011-04-01,REFINOBS,426917.0,1
2011-04-01,STATDIFF,-4037.0,3
2011-04-01,TOTEXPSB,1227.0,1
2011-04-01,TOTIMPSB,261437.0,1
2011-05-01,INDPROD,174363.0,1
2011-05-01,REFINOBS,456252.0,1
2011-05-01,STATDIFF,-5288.0,3
2011-05-01,TOTEXPSB,1148.0,1
2011-05-01,TOTIMPSB,278630.0,1
2011-06-01,INDPROD,167673.0,1
2011-06-01,REFINOBS,458825.0,1
2011-06-01,STATDIFF,-8968.0,3
2011-06-01,TOTEXPSB,1066.0,1
2011-06-01,TOTIMPSB,277419.0,1
2011-07-01,INDPROD,168635.0,1
2011-07-01,REFINOBS,483271.0,1
2011-07-01,STATDIFF,-12165.0,3
2011-07-01,TOTEXPSB,2263.0,1
2011-07-01,TOTIMPSB,288602.0,1
2011-08-01,INDPROD,175618.0,1
2011-08-01,REFINOBS,482239.0,1
2011-08-01,STATDIFF,-7965.0,3
2011-08-01,TOTEXPSB,1047.0,1
2011-08-01,TOTIMPSB,279664.0,1
2011-09-01,INDPROD,168411.0,1
2011-09-01,REFINOBS,458248.0,1
2011-09-01,STATDIFF,-7490.0,3
2011-09-01,TOTEXPSB,1065.0,1
2011-09-01,TOTIMPSB,270173.0,1
2011-10-01,INDPROD,182977.0,1
2011-10-01,REFINOBS,451659.0,1
2011-10-01,STATDIFF,3182.0,3
2011-10-01,TOTEXPSB,1568.0,1
2011-10-01,TOTIMPSB,279885.0,1
2011-11-01,INDPROD,181157.0,1
2011-11-01,REFINOBS,448802.0,1
2011-11-01,STATDIFF,-2959.0,3
2011-11-01,TOTEXPSB,1928.0,1
2011-11-01,TOTIMPSB,264793.0,1
2011-12-01,INDPROD,189487.0,1
2011-12-01,REFINOBS,460110.0,1
2011-12-01,STATDIFF,3572.0,3
2011-12-01,TOTEXPSB,1646.0,1
2011-12-01,TOTIMPSB,270188.0,1
2012-01-01,INDPROD,191472.0,1
2012-01-01,REFINOBS,445596.0,1
2012-01-01,STATDIFF,6868.0,3
2012-01-01,TOTEXPSB,1743.0,1
2012-01-01,TOTIMPSB,265739.0,1
2012-02-01,INDPROD,181783.0,1
2012-02-01,REFINOBS,423846.0,1
2012-02-01,STATDIFF,156.0,3
2012-02-01,TOTEXPSB,1721.0,1
2012-02-01,TOTIMPSB,248173.0,1
2012-03-01,INDPROD,196138.0,1
2012-03-01,REFINOBS,448765.0,1
2012-03-01,STATDIFF,4161.0,3
2012-03-01,TOTEXPSB,1851.0,1
2012-03-01,TOTIMPSB,271767.0,1
2012-04-01,INDPROD,189601.0,1
2012-04-01,REFINOBS,438283.0,1
2012-04-01,STATDIFF,3477.0,3
2012-04-01,TOTEXPSB,968.0,1
2012-04-01,TOTIMPSB,257744.0,1
2012-05-01,INDPROD,197456.0,1
2012-05-01,REFINOBS,467997.0,1
2012-05-01,STATDIFF,-2112.0,3
2012-05-01,TOTEXPSB,2142.0,1
2012-05-01,TOTIMPSB,276173.0,1
2012-06-01,INDPROD,188262.0,1
2012-06-01,REFINOBS,469096.0,1
2012-06-01,STATDIFF,-8155.0,3
2012-06-01,TOTEXPSB,1381.0,1
2012-06-01,TOTIMPSB,273024.0,1
2012-07-01,INDPROD,199368.0,1
2012-07-01,REFINOBS,485624.0,1
2012-07-01,STATDIFF,-12416.0,3
2012-07-01,TOTEXPSB,2388.0,1
2012-07-01,TOTIMPSB,266786.0,1
2012-08-01,INDPROD,196867.0,1
2012-08-01,REFINOBS,475062.0,1
2012-08-01,STATDIFF,-7765.0,3
2012-08-01,TOTEXPSB,1866.0,1
2012-08-01,TOTIMPSB,267560.0,1
2012-09-01,INDPROD,197942.0,1
2012-09-01,REFINOBS,447304.0,1
2012-09-01,STATDIFF,-1677.0,3
2012-09-01,TOTEXPSB,1744.0,1
2012-09-01,TOTIMPSB,251264.0,1
2012-10-01,INDPROD,216057.0,1
2012-10-01,REFINOBS,460147.0,1
2012-10-01,STATDIFF,-55.0,3
2012-10-01,TOTEXPSB,2079.0,1
2012-10-01,TOTIMPSB,250835.0,1
2012-11-01,INDPROD,212472.0,1
2012-11-01,REFINOBS,452559.0,1
2012-11-01,STATDIFF,-2034.0,3
2012-11-01,TOTEXPSB,2201.0,1
2012-11-01,TOTIMPSB,243895.0,1
2012-12-01,INDPROD,220282.0,1
2012-12-01,REFINOBS,475237.0,1
2012-12-01,STATDIFF,-11555.0,3
2012-12-01,TOTEXPSB,1788.0,1
2012-12-01,TOTIMPSB,234865.0,1
2013-01-01,INDPROD,219570.0,1
2013-01-01,REFINOBS,451584.0,1
2013-01-01,STATDIFF,3596.0,3
2013-01-01,TOTEXPSB,2248.0,1
2013-01-01,TOTIMPSB,246531.0,1
2013-02-01,INDPROD,200071.0,1
2013-02-01,REFINOBS,398450.0,1
2013-02-01,STATDIFF,-2773.0,3
2013-02-01,TOTEXPSB,3476.0,1
2013-02-01,TOTIMPSB,203551.0,1
2013-03-01,INDPROD,223644.0,1
2013-03-01,REFINOBS,455781.0,1
2013-03-01,STATDIFF,-9530.0,3
2013-03-01,TOTEXPSB,3120.0,1
2013-03-01,TOTIMPSB,231262.0,1
2013-04-01,INDPROD,221205.0,1
2013-04-01,REFINOBS,445933.0,1
2013-04-01,STATDIFF,998.0,3
2013-04-01,TOTEXPSB,3965.0,1
2013-04-01,TOTIMPSB,231793.0,1
2013-05-01,INDPROD,227101.0,1
2013-05-01,REFINOBS,474450.0,1
2013-05-01,STATDIFF,-7405.0,3
2013-05-01,TOTEXPSB,3863.0,1
2013-05-01,TOTIMPSB,239848.0,1
2013-06-01,INDPROD,218314.0,1
2013-06-01,REFINOBS,474991.0,1
2013-06-01,STATDIFF,-17290.0,3
2013-06-01,TOTEXPSB,3591.0,1
2013-06-01,TOTIMPSB,231900.0,1
2013-07-01,INDPROD,233174.0,1
2013-07-01,REFINOBS,497292.0,1
2013-07-01,STATDIFF,-12707.0,3
2013-07-01,TOTEXPSB,3029.0,1
2013-07-01,TOTIMPSB,250207.0,1
2013-08-01,INDPROD,233562.0,1
2013-08-01,REFINOBS,489589.0,1
2013-08-01,STATDIFF,-8061.0,3
2013-08-01,TOTEXPSB,2052.0,1
2013-08-01,TOTIMPSB,251054.0,1
2013-09-01,INDPROD,235142.0,1
2013-09-01,REFINOBS,469074.0,1
2013-09-01,STATDIFF,370.0,3
2013-09-01,TOTEXPSB,2975.0,1
2013-09-01,TOTIMPSB,237344.0,1
2013-10-01,INDPROD,240567.0,1
2013-10-01,REFINOBS,464725.0,1
2013-10-01,STATDIFF,-4214.0,3
2013-10-01,TOTEXPSB,3523.0,1
2013-10-01,TOTIMPSB,231718.0,1
2013-11-01,INDPROD,237565.0,1
2013-11-01,REFINOBS,468989.0,1
2013-11-01,STATDIFF,-10640.0,3
2013-11-01,TOTEXPSB,6058.0,1
2013-11-01,TOTIMPSB,221588.0,1
2013-12-01,INDPROD,245904.0,1
2013-12-01,REFINOBS,498148.0,1
2013-12-01,STATDIFF,-4474.0,3
2013-12-01,TOTEXPSB,5879.0,1
2013-12-01,TOTIMPSB,240529.0,1
2014-01-01,INDPROD,250240.0,1
2014-01-01,REFINOBS,474643.0,1
2014-01-01,STATDIFF,-1748.0,3
2014-01-01,TOTEXPSB,7595.0,1
2014-01-01,TOTIMPSB,235090.0,1
2014-02-01,INDPROD,228166.0,1
2014-02-01,REFINOBS,423572.0,1
2014-02-01,STATDIFF,-6083.0,3
2014-02-01,TOTEXPSB,6722.0,1
2014-02-01,TOTIMPSB,201588.0,1
2014-03-01,INDPROD,257019.0,1
2014-03-01,REFINOBS,468588.0,1
2014-03-01,STATDIFF,-4048.0,3
2014-03-01,TOTEXPSB,7622.0,1
2014-03-01,TOTIMPSB,225184.0,1
2014-04-01,INDPROD,255597.0,1
2014-04-01,REFINOBS,475924.0,1
2014-04-01,STATDIFF,-8659.0,3
2014-04-01,TOTEXPSB,8049.0,1
2014-04-01,TOTIMPSB,226414.0,1
2014-05-01,INDPROD,267731.0,1
2014-05-01,REFINOBS,494312.0,1
2014-05-01,STATDIFF,-12179.0,3
2014-05-01,TOTEXPSB,8938.0,1
2014-05-01,TOTIMPSB,222119.0,1
2014-06-01,INDPROD,262026.0,1
2014-06-01,REFINOBS,474519.0,1
2014-06-01,STATDIFF,-2411.0,3
2014-06-01,TOTEXPSB,11865.0,1
2014-06-01,TOTIMPSB,211632.0,1
2014-07-01,INDPROD,273952.0,1
2014-07-01,REFINOBS,512568.0,1
2014-07-01,STATDIFF,481.0,3
2014-07-01,TOTEXPSB,12428.0,1
2014-07-01,TOTIMPSB,236310.0,1
2014-08-01,INDPROD,276513.0,1
2014-08-01,REFINOBS,510271.0,1
2014-08-01,STATDIFF,-6437.0,3
2014-08-01,TOTEXPSB,12053.0,1
2014-08-01,TOTIMPSB,231604.0,1
2014-09-01,INDPROD,272111.0,1
2014-09-01,REFINOBS,482205.0,1
2014-09-01,STATDIFF,4088.0,3
2014-09-01,TOTEXPSB,10480.0,1
2014-09-01,TOTIMPSB,225232.0,1
2014-10-01,INDPROD,286760.0,1
2014-10-01,REFINOBS,476192.0,1
2014-10-01,STATDIFF,-1020.0,3
2014-10-01,TOTEXPSB,11653.0,1
2014-10-01,TOTIMPSB,221022.0,1
2014-11-01,INDPROD,279200.0,1
2014-11-01,REFINOBS,481303.0,1
2014-11-01,STATDIFF,-3418.0,3
2014-11-01,TOTEXPSB,15053.0,1
2014-11-01,TOTIMPSB,218222.0,1
2014-12-01,INDPROD,295914.0,1
2014-12-01,REFINOBS,510540.0,1
2014-12-01,STATDIFF,-10848.0,3
2014-12-01,TOTEXPSB,13692.0,1
2014-12-01,TOTIMPSB,223494.0,1
2015-01-01,INDPROD,290631.0,1
2015-01-01,REFINOBS,479140.0,1
2015-01-01,STATDIFF,-10102.0,3
2015-01-01,TOTEXPSB,15229.0,1
2015-01-01,TOTIMPSB,221638.0,1
2015-02-01,INDPROD,265886.0,1
2015-02-01,REFINOBS,429564.0,1
2015-02-01,STATDIFF,-2270.0,3
2015-02-01,TOTEXPSB,11984.0,1
2015-02-01,TOTIMPSB,199055.0,1
2015-03-01,INDPROD,296825.0,1
2015-03-01,REFINOBS,484840.0,1
2015-03-01,STATDIFF,6476.0,3
2015-03-01,TOTEXPSB,12935.0,1
2015-03-01,TOTIMPSB,234806.0,1
2015-04-01,INDPROD,289449.0,1
2015-04-01,REFINOBS,488184.0,1
2015-04-01,STATDIFF,-9265.0,3
2015-04-01,TOTEXPSB,17591.0,1
2015-04-01,TOTIMPSB,216229.0,1
2015-05-01,INDPROD,293362.0,1
2015-05-01,REFINOBS,508450.0,1
2015-05-01,STATDIFF,-3955.0,3
2015-05-01,TOTEXPSB,16460.0,1
2015-05-01,TOTIMPSB,224604.0,1
2015-06-01,INDPROD,280425.0,1
2015-06-01,REFINOBS,501034.0,1
2015-06-01,STATDIFF,-6562.0,3
2015-06-01,TOTEXPSB,12916.0,1
2015-06-01,TOTIMPSB,219126.0,1
2015-07-01,INDPROD,292432.0,1
2015-07-01,REFINOBS,523238.0,1
2015-07-01,STATDIFF,-7135.0,3
2015-07-01,TOTEXPSB,16312.0,1
2015-07-01,TOTIMPSB,227255.0,1
2015-08-01,INDPROD,291333.0,1
2015-08-01,REFINOBS,517707.0,1
2015-08-01,STATDIFF,-6346.0,3
2015-08-01,TOTEXPSB,14293.0,1
2015-08-01,TOTIMPSB,236785.0,1
2015-09-01,INDPROD,284079.0,1
2015-09-01,REFINOBS,485028.0,1
2015-09-01,STATDIFF,479.0,3
2015-09-01,TOTEXPSB,12273.0,1
2015-09-01,TOTIMPSB,216669.0,1
2015-10-01,INDPROD,291157.0,1
2015-10-01,REFINOBS,478636.0,1
2015-10-01,STATDIFF,-7955.0,3
2015-10-01,TOTEXPSB,15501.0,1
2015-10-01,TOTIMPSB,220747.0,1
2015-11-01,INDPROD,279779.0,1
2015-11-01,REFINOBS,493741.0,1
2015-11-01,STATDIFF,-2870.0,3
2015-11-01,TOTEXPSB,9596.0,1
2015-11-01,TOTIMPSB,221117.0,1
2015-12-01,INDPROD,287309.0,1
2015-12-01,REFINOBS,518988.0,1
2015-12-01,STATDIFF,7122.0,3
2015-12-01,TOTEXPSB,12167.0,1
2015-12-01,TOTIMPSB,244915.0,1
2016-01-01,INDPROD,285322.0,1
2016-01-01,REFINOBS,494490.0,1
2016-01-01,STATDIFF,-1963.0,3
2016-01-01,TOTEXPSB,11273.0,1
2016-01-01,TOTIMPSB,237910.0,1
2016-02-01,INDPROD,262843.0,1
2016-02-01,REFINOBS,459442.0,1
2016-02-01,STATDIFF,2237.0,3
2016-02-01,TOTEXPSB,10859.0,1
2016-02-01,TOTIMPSB,229402.0,1
2016-03-01,INDPROD,282290.0,1
2016-03-01,REFINOBS,498556.0,1
2016-03-01,STATDIFF,12889.0,3
2016-03-01,TOTEXPSB,15742.0,1
2016-03-01,TOTIMPSB,249300.0,1
2016-04-01,INDPROD,266327.0,1
2016-04-01,REFINOBS,477608.0,1
2016-04-01,STATDIFF,-4680.0,3
2016-04-01,TOTEXPSB,17734.0,1
2016-04-01,TOTIMPSB,229100.0,1
2016-05-01,INDPROD,273959.0,1
2016-05-01,REFINOBS,503341.0,1
2016-05-01,STATDIFF,-6271.0,3
2016-05-01,TOTEXPSB,20511.0,1
2016-05-01,TOTIMPSB,246323.0,1
2016-06-01,INDPROD,260338.0,1
2016-06-01,REFINOBS,492978.0,1
2016-06-01,STATDIFF,-4791.0,3
2016-06-01,TOTEXPSB,11489.0,1
2016-06-01,TOTIMPSB,228320.0,1
2016-07-01,INDPROD,268667.0,1
2016-07-01,REFINOBS,515257.0,1
2016-07-01,STATDIFF,-2474.0,3
2016-07-01,TOTEXPSB,14684.0,1
2016-07-01,TOTIMPSB,250845.0,1
2016-08-01,INDPROD,269463.0,1
2016-08-01,REFINOBS,514394.0,1
2016-08-01,STATDIFF,-9802.0,3
2016-08-01,TOTEXPSB,20371.0,1
2016-08-01,TOTIMPSB,249099.0,1
2016-09-01,INDPROD,256351.0,1
2016-09-01,REFINOBS,490195.0,1
2016-09-01,STATDIFF,-307.0,3
2016-09-01,TOTEXPSB,20764.0,1
2016-09-01,TOTIMPSB,241721.0,1
2016-10-01,INDPROD,273009.0,1
2016-10-01,REFINOBS,479085.0,1
2016-10-01,STATDIFF,-6213.0,3
2016-10-01,TOTEXPSB,15215.0,1
2016-10-01,TOTIMPSB,235827.0,1
2016-11-01,INDPROD,267184.0,1
2016-11-01,REFINOBS,487057.0,1
2016-11-01,STATDIFF,4009.0,3
2016-11-01,TOTEXPSB,17916.0,1
2016-11-01,TOTIMPSB,241606.0,1
2016-12-01,INDPROD,273366.0,1
2016-12-01,REFINOBS,511992.0,1
2016-12-01,STATDIFF,-5569.0,3
2016-12-01,TOTEXPSB,13691.0,1
2016-12-01,TOTIMPSB,243684.0,1
2017-01-01,INDPROD,275075.0,1
2017-01-01,REFINOBS,499665.0,1
2017-01-01,STATDIFF,-6340.0,3
2017-01-01,TOTEXPSB,23126.0,1
2017-01-01,TOTIMPSB,261497.0,1
2017-02-01,INDPROD,255099.0,1
2017-02-01,REFINOBS,433807.0,1
2017-02-01,STATDIFF,-8352.0,3
2017-02-01,TOTEXPSB,31260.0,1
2017-02-01,TOTIMPSB,220930.0,1
2017-03-01,INDPROD,284185.0,1
2017-03-01,REFINOBS,497486.0,1
2017-03-01,STATDIFF,682.0,3
2017-03-01,TOTEXPSB,25846.0,1
2017-03-01,TOTIMPSB,249501.0,1
2017-04-01,INDPROD,273051.0,1
2017-04-01,REFINOBS,508633.0,1
2017-04-01,STATDIFF,-4907.0,3
2017-04-01,TOTEXPSB,30023.0,1
2017-04-01,TOTIMPSB,243922.0,1
2017-05-01,INDPROD,284812.0,1
2017-05-01,REFINOBS,533894.0,1
2017-05-01,STATDIFF,-9197.0,3
2017-05-01,TOTEXPSB,31715.0,1
2017-05-01,TOTIMPSB,260322.0,1
2017-06-01,INDPROD,273338.0,1
2017-06-01,REFINOBS,516122.0,1
2017-06-01,STATDIFF,-4815.0,3
2017-06-01,TOTEXPSB,23592.0,1
2017-06-01,TOTIMPSB,240308.0,1
2017-07-01,INDPROD,286663.0,1
2017-07-01,REFINOBS,536841.0,1
2017-07-01,STATDIFF,-16974.0,3
2017-07-01,TOTEXPSB,27691.0,1
2017-07-01,TOTIMPSB,242580.0,1
2017-08-01,INDPROD,286690.0,1
2017-08-01,REFINOBS,526396.0,1
2017-08-01,STATDIFF,5586.0,3
2017-08-01,TOTEXPSB,23930.0,1
2017-08-01,TOTIMPSB,244595.0,1
2017-09-01,INDPROD,285423.0,1
2017-09-01,REFINOBS,463806.0,1
2017-09-01,STATDIFF,-1334.0,3
2017-09-01,TOTEXPSB,44180.0,1
2017-09-01,TOTIMPSB,218262.0,1
2017-10-01,INDPROD,299707.0,1
2017-10-01,REFINOBS,497897.0,1
2017-10-01,STATDIFF,-247.0,3
2017-10-01,TOTEXPSB,53662.0,1
2017-10-01,TOTIMPSB,235946.0,1
2017-11-01,INDPROD,302592.0,1
2017-11-01,REFINOBS,505188.0,1
2017-11-01,STATDIFF,-5508.0,3
2017-11-01,TOTEXPSB,46022.0,1
2017-11-01,TOTIMPSB,228703.0,1
2017-12-01,INDPROD,309612.0,1
2017-12-01,REFINOBS,535506.0,1
2017-12-01,STATDIFF,-537.0,3
2017-12-01,TOTEXPSB,46955.0,1
2017-12-01,TOTIMPSB,241246.0,1
2018-01-01,INDPROD,310059.0,1
2018-01-01,REFINOBS,514575.0,1
2018-01-01,STATDIFF,3034.0,3
2018-01-01,TOTEXPSB,41588.0,1
2018-01-01,TOTIMPSB,248384.0,1
2018-02-01,INDPROD,287865.0,1
2018-02-01,REFINOBS,446215.0,1
2018-02-01,STATDIFF,1666.0,3
2018-02-01,TOTEXPSB,44944.0,1
2018-02-01,TOTIMPSB,209799.0,1
2018-03-01,INDPROD,324478.0,1
2018-03-01,REFINOBS,516619.0,1
2018-03-01,STATDIFF,-8956.0,3
2018-03-01,TOTEXPSB,51813.0,1
2018-03-01,TOTIMPSB,236086.0,1
2018-04-01,INDPROD,314838.0,1
2018-04-01,REFINOBS,502986.0,1
2018-04-01,STATDIFF,-3602.0,3
2018-04-01,TOTEXPSB,52668.0,1
2018-04-01,TOTIMPSB,247330.0,1
2018-05-01,INDPROD,323388.0,1
2018-05-01,REFINOBS,526031.0,1
2018-05-01,STATDIFF,-16668.0,3
2018-05-01,TOTEXPSB,62165.0,1
2018-05-01,TOTIMPSB,242560.0,1
2018-06-01,INDPROD,319207.0,1
2018-06-01,REFINOBS,529970.0,1
2018-06-01,STATDIFF,-3770.0,3
2018-06-01,TOTEXPSB,66010.0,1
2018-06-01,TOTIMPSB,254407.0,1
2018-07-01,INDPROD,337928.0,1
2018-07-01,REFINOBS,538067.0,1
2018-07-01,STATDIFF,-15275.0,3
2018-07-01,TOTEXPSB,66303.0,1
2018-07-01,TOTIMPSB,246283.0,1
2018-08-01,INDPROD,353226.0,1
2018-08-01,REFINOBS,546310.0,1
2018-08-01,STATDIFF,2510.0,3
2018-08-01,TOTEXPSB,54228.0,1
2018-08-01,TOTIMPSB,248002.0,1
2018-09-01,INDPROD,343383.0,1
2018-09-01,REFINOBS,509726.0,1
2018-09-01,STATDIFF,-9157.0,3
2018-09-01,TOTEXPSB,63470.0,1
2018-09-01,TOTIMPSB,227663.0,1
2018-10-01,INDPROD,356986.0,1
2018-10-01,REFINOBS,508779.0,1
2018-10-01,STATDIFF,-8369.0,3
2018-10-01,TOTEXPSB,72095.0,1
2018-10-01,TOTIMPSB,226679.0,1
2018-11-01,INDPROD,357328.0,1
2018-11-01,REFINOBS,514863.0,1
2018-11-01,STATDIFF,-21983.0,3
2018-11-01,TOTEXPSB,78279.0,1
2018-11-01,TOTIMPSB,224694.0,1
2018-12-01,INDPROD,371522.0,1
2018-12-01,REFINOBS,539691.0,1
2018-12-01,STATDIFF,-18716.0,3
2018-12-01,TOTEXPSB,77843.0,1
2018-12-01,TOTIMPSB,220059.0,1
2019-01-01,INDPROD,368054.0,1
2019-01-01,REFINOBS,520272.0,1
