month,padd,demand_kb,exports_kb,imports_kb,production_kb,reported_stock_change_kb,stock_kb,exports_imputed_zero,padd_name,stock_t_kb,stock_t1_actual_kb,demand_outflow_kb,exports_outflow_kb,fundamental_balance_kb,identity_stock_t1_kb,identity_error_kb,regression_stock_t1_kb,regression_stock_change_kb,regression_error_kb,cv_regression_stock_t1_kb,cv_regression_error_kb,cv_fold,sample
2007-01-01,1,46832.0,0.0,44930.0,615.0,-1357.0,13112.0,True,East Coast,13112.0,14335.0,-46832.0,-0.0,-1287.0,11825.0,2510.0,12964.858364844857,-147.14163515514338,1370.1416351551434,,,,initial_train
2007-02-01,1,38438.0,165.0,40166.0,549.0,1223.0,14335.0,False,East Coast,14335.0,15425.0,-38438.0,-165.0,2112.0,16447.0,-1022.0,14081.90922106587,-253.09077893413087,1343.0907789341309,,,,initial_train
2007-03-01,1,41866.0,586.0,42790.0,657.0,1090.0,15425.0,False,East Coast,15425.0,15126.0,-41866.0,-586.0,995.0,16420.0,-1294.0,15077.481938384679,-347.51806161532113,48.51806161532113,,,,initial_train
2007-04-01,1,43962.0,0.0,42533.0,595.0,-299.0,15126.0,True,East Coast,15126.0,15840.0,-43962.0,-0.0,-834.0,14292.0,1548.0,14804.384468221078,-321.61553177892165,1035.6155317789216,,,,initial_train
2007-05-01,1,49159.0,104.0,48917.0,608.0,714.0,15840.0,False,East Coast,15840.0,15442.0,-49159.0,-104.0,262.0,16102.0,-660.0,15456.53026653817,-383.4697334618304,-14.530266538169599,,,,initial_train
2007-06-01,1,46406.0,0.0,44269.0,589.0,-398.0,15442.0,True,East Coast,15442.0,14415.0,-46406.0,-0.0,-1548.0,13894.0,521.0,15093.00921929699,-348.9907807030104,-678.0092192969896,,,,initial_train
2007-07-01,1,48094.0,388.0,46248.0,576.0,-1027.0,14415.0,False,East Coast,14415.0,14295.0,-48094.0,-388.0,-1658.0,12757.0,1538.0,14154.978778300278,-260.02122169972245,140.02122169972245,,,,initial_train
2007-08-01,1,46726.0,1047.0,48207.0,602.0,-120.0,14295.0,False,East Coast,14295.0,14853.0,-46726.0,-1047.0,1036.0,15331.0,-478.0,14045.374442448665,-249.62555755133508,807.6255575513351,,,,initial_train
2007-09-01,1,46419.0,663.0,45997.0,601.0,558.0,14853.0,False,East Coast,14853.0,16194.0,-46419.0,-663.0,-484.0,14369.0,1825.0,14555.034604158662,-297.96539584133825,1638.9653958413382,,,,initial_train
2007-10-01,1,49319.0,0.0,51414.0,619.0,1341.0,16194.0,False,East Coast,16194.0,13004.0,-49319.0,-0.0,2714.0,18908.0,-5904.0,15779.863057300425,-414.13694269957523,-2775.8630573004248,,,,initial_train
2007-11-01,1,47534.0,300.0,42917.0,606.0,-3190.0,13004.0,False,East Coast,13004.0,12868.0,-47534.0,-300.0,-4311.0,8693.0,4175.0,12866.214462578406,-137.7855374215942,1.7855374215941993,,,,initial_train
2007-12-01,1,47655.0,440.0,47074.0,640.0,-136.0,12868.0,False,East Coast,12868.0,12607.0,-47655.0,-440.0,-381.0,12487.0,120.0,12741.996215279913,-126.00378472008742,-134.99621527991258,,,,initial_train
2008-01-01,1,47631.0,0.0,48000.0,659.0,-261.0,12607.0,False,East Coast,12607.0,13615.0,-47631.0,-0.0,1028.0,13635.0,-20.0,12503.606784802656,-103.39321519734403,1111.393215197344,,,,initial_train
2008-02-01,1,41823.0,311.0,41055.0,605.0,1008.0,13615.0,False,East Coast,13615.0,15424.0,-41823.0,-311.0,-474.0,13141.0,2283.0,13424.283205956197,-190.71679404380302,1999.716794043803,,,,initial_train
2008-03-01,1,41072.0,237.0,43554.0,698.0,1809.0,15424.0,False,East Coast,15424.0,16074.0,-41072.0,-237.0,2943.0,18367.0,-2293.0,15076.568568919249,-347.4314310807513,997.4314310807513,,,,initial_train
2008-04-01,1,42005.0,0.0,43311.0,648.0,650.0,16074.0,True,East Coast,16074.0,15899.0,-42005.0,-0.0,1954.0,18028.0,-2129.0,15670.258721448814,-403.74127855118604,228.74127855118604,,,,initial_train
2008-05-01,1,44240.0,124.0,42357.0,578.0,-175.0,15899.0,False,East Coast,15899.0,14070.0,-44240.0,-124.0,-1429.0,14470.0,-400.0,15510.419064998545,-388.58093500145515,-1440.4190649985449,,,,initial_train
2008-06-01,1,43394.0,259.0,38842.0,615.0,-1829.0,14070.0,False,East Coast,14070.0,13845.0,-43394.0,-259.0,-4196.0,9874.0,3971.0,13839.866312726892,-230.13368727310808,5.13368727310808,,,,initial_train
2008-07-01,1,44553.0,146.0,42496.0,629.0,-225.0,13845.0,False,East Coast,13845.0,14225.0,-44553.0,-146.0,-1574.0,12271.0,1954.0,13634.35818300512,-210.64181699487926,590.6418169948793,,,,initial_train
2008-08-01,1,45380.0,433.0,47701.0,621.0,380.0,14225.0,False,East Coast,14225.0,12741.0,-45380.0,-433.0,2509.0,16734.0,-3993.0,13981.438579868558,-243.561420131442,-1240.438579868558,,,,initial_train
2008-09-01,1,43677.0,0.0,40122.0,606.0,-1484.0,12741.0,True,East Coast,12741.0,13490.0,-43677.0,-0.0,-2949.0,9792.0,3698.0,12625.998293170289,-115.00170682971111,864.0017068297111,,,,initial_train
2008-10-01,1,46322.0,775.0,48888.0,634.0,749.0,13490.0,False,East Coast,13490.0,13903.0,-46322.0,-775.0,2425.0,15915.0,-2012.0,13310.112022777434,-179.8879772225664,592.8879772225664,,,,initial_train
2008-11-01,1,40379.0,240.0,40178.0,608.0,413.0,13903.0,False,East Coast,13903.0,14564.0,-40379.0,-240.0,167.0,14070.0,494.0,13687.333612000066,-215.66638799993416,876.6663879999342,15053.39883897232,-489.39883897231994,1,cv_test
2008-12-01,1,39741.0,0.0,40184.0,581.0,661.0,14564.0,True,East Coast,14564.0,13179.0,-39741.0,-0.0,1024.0,15588.0,-2409.0,14291.070828649363,-272.92917135063726,-1112.0708286493627,15446.53214166967,-2267.5321416696697,1,cv_test
2009-01-01,1,42004.0,92.0,42155.0,419.0,-1385.0,13179.0,False,East Coast,13179.0,14751.0,-42004.0,-92.0,478.0,13657.0,1094.0,13026.054119028673,-152.94588097132691,1724.945880971327,14484.449953014255,266.5500469857452,1,cv_test
2009-02-01,1,35053.0,13.0,37108.0,399.0,1572.0,14751.0,False,East Coast,14751.0,15742.0,-35053.0,-13.0,2441.0,17192.0,-1450.0,14461.87091868479,-289.12908131521,1280.12908131521,16359.613079167462,-617.6130791674623,1,cv_test
2009-03-01,1,35760.0,131.0,32432.0,508.0,991.0,15742.0,False,East Coast,15742.0,14641.0,-35760.0,-131.0,-2951.0,12791.0,1850.0,15367.02005892602,-374.9799410739797,-726.0200589260203,16539.27334654959,-1898.2733465495912,1,cv_test
2009-04-01,1,34693.0,110.0,34853.0,435.0,-1101.0,14641.0,False,East Coast,14641.0,12901.0,-34693.0,-110.0,485.0,15126.0,-2225.0,14361.400277487479,-279.5997225125211,-1460.400277487479,16339.271976299264,-3438.2719762992638,1,cv_test
2009-05-01,1,39098.0,182.0,36348.0,446.0,-1740.0,12901.0,False,East Coast,12901.0,14309.0,-39098.0,-182.0,-2486.0,10415.0,3894.0,12772.137407639106,-128.86259236089427,1536.8625923608943,14812.690544008925,-503.6905440089249,1,cv_test
2009-06-01,1,40563.0,922.0,38409.0,499.0,1408.0,14309.0,False,East Coast,14309.0,11143.0,-40563.0,-922.0,-2577.0,11732.0,-589.0,14058.161614964687,-250.83838503531297,-2915.161614964687,15150.076444133349,-4007.0764441333486,1,cv_test
2009-07-01,1,41786.0,0.0,38366.0,451.0,-3166.0,11143.0,True,East Coast,11143.0,13542.0,-41786.0,-0.0,-2969.0,8174.0,5368.0,11166.43388741299,23.43388741298986,2375.56611258701,13617.322890351363,-75.32289035136273,1,cv_test
2009-08-01,1,40794.0,60.0,40396.0,463.0,2399.0,13542.0,False,East Coast,13542.0,14255.0,-40794.0,-60.0,5.0,13547.0,708.0,13357.6072349798,-184.3927650202004,897.3927650202004,14830.28913480294,-575.2891348029407,1,cv_test
2009-09-01,1,40076.0,63.0,40576.0,500.0,713.0,14255.0,False,East Coast,14255.0,11767.0,-40076.0,-63.0,937.0,15192.0,-3425.0,14008.83966383146,-246.1603361685393,-2241.8396638314607,15263.443501561962,-3496.443501561962,1,cv_test
2009-10-01,1,41059.0,699.0,42023.0,449.0,-2488.0,11767.0,False,East Coast,11767.0,10672.0,-41059.0,-699.0,714.0,12481.0,-1809.0,11736.376433841371,-30.62356615862882,-1064.3764338413712,14083.693306396035,-3411.693306396035,1,cv_test
2009-11-01,1,34887.0,74.0,34096.0,429.0,-1095.0,10672.0,False,East Coast,10672.0,12630.0,-34887.0,-74.0,-436.0,10236.0,2394.0,10736.236869195413,64.23686919541251,1893.7631308045875,14660.12919354514,-2030.1291935451409,1,cv_test
2009-12-01,1,33906.0,208.0,37439.0,511.0,1958.0,12630.0,False,East Coast,12630.0,14051.0,-33906.0,-208.0,3836.0,16466.0,-2415.0,12524.614282507548,-105.38571749245239,1526.3857174924524,15715.859602218838,-1664.8596022188376,1,cv_test
2010-01-01,1,33145.0,599.0,35904.0,542.0,1421.0,14051.0,False,East Coast,14051.0,11478.0,-33145.0,-599.0,2702.0,16753.0,-5275.0,13822.51229288372,-228.48770711627913,-2344.512292883721,16413.976217981384,-4935.976217981384,1,cv_test
2010-02-01,1,33064.0,949.0,30092.0,509.0,-2573.0,11478.0,False,East Coast,11478.0,13450.0,-33064.0,-949.0,-3412.0,8066.0,5384.0,11472.412658332072,-5.587341667927831,1977.5873416679278,15260.930823159037,-1810.9308231590367,1,cv_test
2010-03-01,1,33634.0,63.0,35875.0,579.0,1972.0,13450.0,False,East Coast,13450.0,10769.0,-33634.0,-63.0,2757.0,16207.0,-5438.0,13273.57724416023,-176.42275583977062,-2504.5772441602294,16073.487958311454,-5304.487958311454,1,cv_test
2010-04-01,1,36413.0,106.0,34278.0,585.0,-2681.0,10769.0,False,East Coast,10769.0,11665.0,-36413.0,-106.0,-1656.0,9113.0,2552.0,10824.833707342132,55.833707342131675,840.1662926578683,14411.616661960294,-2746.6166619602936,1,cv_test
2010-05-01,1,39072.0,0.0,39712.0,625.0,896.0,11665.0,False,East Coast,11665.0,11864.0,-39072.0,-0.0,1265.0,12930.0,-1066.0,11643.212748367501,-21.787251632498737,220.78725163249874,14376.69276170082,-2512.6927617008205,1,cv_test
2010-06-01,1,37304.0,0.0,34819.0,627.0,199.0,11864.0,True,East Coast,11864.0,11631.0,-37304.0,-0.0,-1858.0,10006.0,1625.0,11824.973271988092,-39.026728011907835,-193.97327198809216,14700.73145993634,-3069.73145993634,1,cv_test
2010-07-01,1,38457.0,69.0,38098.0,645.0,-233.0,11631.0,False,East Coast,11631.0,9503.0,-38457.0,-69.0,217.0,11848.0,-2345.0,11612.158186542878,-18.841813457122043,-2109.158186542878,14448.811268615911,-4945.811268615911,1,cv_test
2010-08-01,1,37676.0,180.0,34238.0,635.0,-2128.0,9503.0,False,East Coast,9503.0,10523.0,-37676.0,-180.0,-2983.0,6520.0,4003.0,9668.507964107625,165.5079641076245,854.4920358923755,11106.464562491443,-583.4645624914428,2,cv_test
2010-09-01,1,32790.0,0.0,33017.0,619.0,1020.0,10523.0,True,East Coast,10523.0,10908.0,-32790.0,-0.0,846.0,11369.0,-461.0,10600.144818846327,77.14481884632733,307.8551811536727,11674.177319632632,-766.1773196326321,2,cv_test
2010-10-01,1,26185.0,47.0,27657.0,633.0,385.0,10908.0,False,East Coast,10908.0,9514.0,-26185.0,-47.0,2058.0,12966.0,-3452.0,10951.792063036915,43.79206303691535,-1437.7920630369154,11680.95949644579,-2166.95949644579,2,cv_test
2010-11-01,1,28205.0,48.0,26375.0,620.0,-1394.0,9514.0,False,East Coast,9514.0,9028.0,-28205.0,-48.0,-1258.0,8256.0,772.0,9678.555028227356,164.55502822735616,-650.5550282273562,10872.945280223707,-1844.9452802237065,2,cv_test
2010-12-01,1,32173.0,175.0,29465.0,632.0,-486.0,9028.0,False,East Coast,9028.0,10707.0,-32173.0,-175.0,-2251.0,6777.0,3930.0,9234.657468028327,206.65746802832655,1472.3425319716735,10679.113829315698,27.88617068430176,2,cv_test
2011-01-01,1,32905.0,160.0,32219.0,661.0,1679.0,10707.0,False,East Coast,10707.0,10556.0,-32905.0,-160.0,-185.0,10522.0,34.0,10768.204800485466,61.20480048546597,-212.20480048546597,11699.258932117242,-1143.2589321172418,2,cv_test
2011-02-01,1,28268.0,0.0,26630.0,593.0,-151.0,10556.0,True,East Coast,10556.0,11370.0,-28268.0,-0.0,-1045.0,9511.0,1859.0,10630.28601120552,74.28601120552048,739.7139887944795,11465.975080095239,-95.97508009523881,2,cv_test
2011-03-01,1,30105.0,1.0,31031.0,681.0,814.0,11370.0,False,East Coast,11370.0,12684.0,-30105.0,-1.0,1606.0,12976.0,-292.0,11373.768756065621,3.7687560656213464,1310.2312439343787,12066.711624751711,617.2883752482885,2,cv_test
2011-04-01,1,27844.0,355.0,30391.0,657.0,1314.0,12684.0,False,East Coast,12684.0,12504.0,-27844.0,-355.0,2849.0,15533.0,-3029.0,12573.936233640774,-110.06376635922607,-69.93623364077393,12658.012701277505,-154.01270127750468,2,cv_test
2011-05-01,1,35607.0,349.0,34609.0,679.0,-180.0,12504.0,False,East Coast,12504.0,11733.0,-35607.0,-349.0,-668.0,11836.0,-103.0,12409.529729863356,-94.4702701366441,-676.5297298633559,12710.767923429892,-977.7679234298921,2,cv_test
2011-06-01,1,33501.0,259.0,32801.0,649.0,-771.0,11733.0,False,East Coast,11733.0,12160.0,-33501.0,-259.0,-310.0,11423.0,737.0,11705.321872016748,-27.678127983252125,454.6781279832521,12251.692620936366,-91.69262093636644,2,cv_test
2011-07-01,1,39857.0,227.0,35726.0,665.0,427.0,12160.0,False,East Coast,12160.0,12382.0,-39857.0,-227.0,-3693.0,8467.0,3915.0,12095.3306337554,-64.66936624459959,286.6693662445996,12598.263848438077,-216.26384843807682,2,cv_test
2011-08-01,1,37925.0,162.0,36138.0,701.0,222.0,12382.0,False,East Coast,12382.0,11002.0,-37925.0,-162.0,-1248.0,11134.0,-132.0,12298.098655080883,-83.90134491911704,-1296.098655080883,12753.462205518455,-1751.4622055184554,2,cv_test
2011-09-01,1,37103.0,166.0,31016.0,667.0,-1380.0,11002.0,False,East Coast,11002.0,10358.0,-37103.0,-166.0,-5586.0,5416.0,4942.0,11037.648792787344,35.648792787344064,-679.6487927873441,11816.192300286948,-1458.192300286948,2,cv_test
2011-10-01,1,35070.0,81.0,34059.0,686.0,-644.0,10358.0,False,East Coast,10358.0,10670.0,-35070.0,-81.0,-406.0,9952.0,718.0,10449.43885705036,91.43885705035973,220.56114294964027,11596.927621982122,-926.9276219821222,2,cv_test
2011-11-01,1,33055.0,287.0,30447.0,666.0,312.0,10670.0,False,East Coast,10670.0,9794.0,-33055.0,-287.0,-2229.0,8441.0,1353.0,10734.410130264552,64.41013026455221,-940.4101302645522,11578.734469641313,-1784.734469641313,2,cv_test
2011-12-01,1,28999.0,100.0,26471.0,679.0,-876.0,9794.0,False,East Coast,9794.0,10424.0,-28999.0,-100.0,-1949.0,7845.0,2579.0,9934.298478547784,140.29847854778382,489.7015214522162,11014.1003928699,-590.1003928698992,2,cv_test
2012-01-01,1,25554.0,130.0,26368.0,732.0,630.0,10424.0,False,East Coast,10424.0,11309.0,-25554.0,-130.0,1416.0,11840.0,-531.0,10509.721241768748,85.72124176874786,799.2787582312521,11346.102817831603,-37.102817831602806,2,cv_test
2012-02-01,1,24857.0,416.0,27288.0,706.0,885.0,11309.0,False,East Coast,11309.0,12229.0,-24857.0,-416.0,2721.0,14030.0,-1801.0,11318.053218674386,9.05321867438579,910.9467813256142,11778.156373804788,450.843626195212,2,cv_test
2012-03-01,1,28012.0,163.0,27671.0,769.0,920.0,12229.0,False,East Coast,12229.0,10923.0,-28012.0,-163.0,265.0,12494.0,-1571.0,12158.353126870077,-70.64687312992282,-1235.3531268700772,12369.570450420797,-1446.570450420797,2,cv_test
2012-04-01,1,27567.0,48.0,24465.0,727.0,-1306.0,10923.0,False,East Coast,10923.0,10414.0,-27567.0,-48.0,-2423.0,8500.0,1914.0,10965.492605018368,42.49260501836761,-551.4926050183676,11575.795797681782,-1161.7957976817816,2,cv_test
2012-05-01,1,26189.0,172.0,26180.0,738.0,-509.0,10414.0,False,East Coast,10414.0,9445.0,-26189.0,-172.0,557.0,10971.0,-1526.0,10500.587547114446,86.58754711444635,-1055.5875471144464,10610.15721724883,-1165.1572172488304,3,cv_test
2012-06-01,1,28162.0,99.0,26846.0,735.0,-969.0,9445.0,False,East Coast,9445.0,9937.0,-28162.0,-99.0,-680.0,8765.0,1172.0,9615.53253511268,170.5325351126794,321.4674648873206,10072.950254073607,-135.95025407360663,3,cv_test
2012-07-01,1,29827.0,182.0,26220.0,804.0,492.0,9937.0,False,East Coast,9937.0,10588.0,-29827.0,-182.0,-2985.0,6952.0,3636.0,10064.910312104288,127.9103121042881,523.0896878957119,10319.30815584346,268.69184415653945,3,cv_test
2012-08-01,1,29255.0,276.0,29102.0,821.0,651.0,10588.0,False,East Coast,10588.0,10210.0,-29255.0,-276.0,392.0,10980.0,-770.0,10659.513834099283,71.51383409928349,-449.5138340992835,10877.864021635147,-667.8640216351469,3,cv_test
2012-09-01,1,28500.0,408.0,24765.0,779.0,-378.0,10210.0,False,East Coast,10210.0,9739.0,-28500.0,-408.0,-3364.0,6846.0,2893.0,10314.260176166705,104.2601761667047,-575.2601761667047,10353.808864546296,-614.8088645462958,3,cv_test
2012-10-01,1,31081.0,761.0,26911.0,843.0,-471.0,9739.0,False,East Coast,9739.0,11056.0,-31081.0,-761.0,-4088.0,5651.0,5405.0,9884.06315794913,145.06315794912916,1171.9368420508708,10132.824809890797,923.175190109203,3,cv_test
2012-11-01,1,27120.0,372.0,25521.0,861.0,1317.0,11056.0,False,East Coast,11056.0,8170.0,-27120.0,-372.0,-1110.0,9946.0,-1776.0,11086.97074392057,30.970743920570385,-2916.9707439205704,10924.247485250029,-2754.247485250029,3,cv_test
2012-12-01,1,30106.0,407.0,24803.0,883.0,-2886.0,8170.0,False,East Coast,8170.0,10187.0,-30106.0,-407.0,-4827.0,3343.0,6844.0,8450.9864666893,280.98646668930087,1736.0135333106991,9109.874709244023,1077.1252907559774,3,cv_test
2013-01-01,1,32324.0,1015.0,30338.0,972.0,2017.0,10187.0,False,East Coast,10187.0,11715.0,-32324.0,-1015.0,-2029.0,8158.0,3557.0,10293.252678461813,106.25267846181305,1421.747321538187,10571.155104682963,1143.8448953170373,3,cv_test
2013-02-01,1,24606.0,1416.0,19989.0,924.0,1528.0,11715.0,False,East Coast,11715.0,11514.0,-24606.0,-1416.0,-5109.0,6606.0,4908.0,11688.881221639007,-26.11877836099302,-174.88122163900698,10789.325597456735,724.6744025432654,3,cv_test
2013-03-01,1,31578.0,1255.0,23915.0,1099.0,-201.0,11514.0,False,East Coast,11514.0,11253.0,-31578.0,-1255.0,-7819.0,3695.0,7558.0,11505.293959087556,-8.706040912444223,-252.29395908755578,10939.589119816354,313.41088018364644,3,cv_test
2013-04-01,1,32499.0,1906.0,25120.0,1003.0,-261.0,11253.0,False,East Coast,11253.0,10288.0,-32499.0,-1906.0,-8282.0,2971.0,7317.0,11266.9045286103,13.904528610299167,-978.9045286102992,10732.958987681637,-444.95898768163715,3,cv_test
2013-05-01,1,35153.0,966.0,26993.0,1191.0,-965.0,10288.0,False,East Coast,10288.0,9957.0,-35153.0,-966.0,-7935.0,2353.0,7604.0,10385.502994470253,97.50299447025282,-428.5029944702528,10435.014677774732,-478.01467777473226,3,cv_test
2013-06-01,1,34008.0,2235.0,25573.0,1264.0,-331.0,9957.0,False,East Coast,9957.0,10447.0,-34008.0,-2235.0,-9406.0,551.0,9896.0,10083.17770141289,126.17770141288929,363.8222985871107,9907.59790436837,539.4020956316308,3,cv_test
2013-07-01,1,33627.0,1501.0,24472.0,1479.0,490.0,10447.0,False,East Coast,10447.0,11437.0,-33627.0,-1501.0,-9177.0,1270.0,10167.0,10530.72873947364,83.72873947363951,906.2712605263605,10276.107196693185,1160.892803306815,3,cv_test
2013-08-01,1,33274.0,936.0,26840.0,1507.0,990.0,11437.0,False,East Coast,11437.0,10172.0,-33274.0,-936.0,-5863.0,5574.0,4598.0,11434.964510249438,-2.035489750562192,-1262.9645102494378,11133.21300967907,-961.2130096790697,3,cv_test
2013-09-01,1,32517.0,94.0,26908.0,1385.0,-1265.0,10172.0,False,East Coast,10172.0,11143.0,-32517.0,-94.0,-4318.0,5854.0,5289.0,10279.552136480363,107.5521364803626,863.4478635196374,10521.930980942809,621.0690190571913,3,cv_test
2013-10-01,1,27517.0,1115.0,18018.0,1382.0,971.0,11143.0,False,East Coast,11143.0,10738.0,-27517.0,-1115.0,-9232.0,1911.0,8827.0,11166.43388741299,23.43388741298986,-428.43388741298986,10374.126802044837,363.87319795516305,3,cv_test
2013-11-01,1,28670.0,895.0,15139.0,1420.0,-405.0,10738.0,False,East Coast,10738.0,10145.0,-28670.0,-895.0,-13006.0,-2268.0,12413.0,10796.519253913799,58.51925391379882,-651.5192539137988,9989.627216702756,155.3727832972436,3,cv_test
2013-12-01,1,33070.0,2468.0,19735.0,1466.0,-593.0,10145.0,False,East Coast,10145.0,10084.0,-33070.0,-2468.0,-14337.0,-4192.0,14276.0,10254.891160913749,109.89116091374854,-170.89116091374854,9617.597990422091,466.40200957790876,3,cv_test
2014-01-01,1,29616.0,1496.0,16199.0,1382.0,-61.0,10084.0,False,East Coast,10084.0,10542.0,-29616.0,-1496.0,-13531.0,-3447.0,13989.0,10199.175623522513,115.17562352251298,342.824376477487,9543.243445241264,998.7565547587365,3,cv_test
2014-02-01,1,27400.0,782.0,15902.0,1263.0,458.0,10542.0,False,East Coast,10542.0,10893.0,-27400.0,-782.0,-11017.0,-475.0,11368.0,10617.498838689498,75.49883868949837,275.50116131050163,9996.765944211034,896.2340557889656,4,cv_test
2014-03-01,1,31428.0,522.0,16553.0,1423.0,351.0,10893.0,False,East Coast,10893.0,12302.0,-31428.0,-522.0,-13974.0,-3081.0,15383.0,10938.091521055463,45.09152105546309,1363.908478944537,10244.641675640145,2057.358324359855,4,cv_test
2014-04-01,1,32194.0,778.0,19312.0,1299.0,1409.0,12302.0,False,East Coast,12302.0,13846.0,-32194.0,-778.0,-12361.0,-59.0,13905.0,12225.029097846475,-76.97090215352546,1620.9709021535255,11249.306528245133,2596.6934717548666,4,cv_test
2014-05-01,1,35600.0,458.0,20107.0,1374.0,1544.0,13846.0,False,East Coast,13846.0,11838.0,-35600.0,-458.0,-14577.0,-731.0,12569.0,13635.271552470549,-210.72844752945093,-1797.271552470549,12202.961505006337,-364.96150500633667,4,cv_test
2014-06-01,1,35362.0,1527.0,19070.0,1363.0,-2008.0,11838.0,False,East Coast,11838.0,9805.0,-35362.0,-1527.0,-16456.0,-4618.0,14423.0,11801.225665886908,-36.774334113091754,-1996.2256658869082,10962.511824834442,-1157.5118248344425,4,cv_test
2014-07-01,1,35183.0,984.0,19222.0,1428.0,-2033.0,9805.0,False,East Coast,9805.0,10256.0,-35183.0,-984.0,-15517.0,-5712.0,15968.0,9944.345542667515,139.34554266751547,311.6544573324845,9786.051510903357,469.94848909664324,4,cv_test
2014-08-01,1,33549.0,2705.0,15479.0,1475.0,451.0,10256.0,False,East Coast,10256.0,10049.0,-33549.0,-2705.0,-19300.0,-9044.0,19093.0,10356.27517157649,100.27517157648981,-307.2751715764898,9801.89403309604,247.1059669039605,4,cv_test
2014-09-01,1,34665.0,1599.0,20571.0,1459.0,-207.0,10049.0,False,East Coast,10049.0,12030.0,-34665.0,-1599.0,-14234.0,-4185.0,16215.0,10167.20769223246,118.20769223245952,1862.7923077675405,10017.609760351566,2012.3902396484336,4,cv_test
2014-10-01,1,35052.0,1808.0,22144.0,1521.0,1981.0,12030.0,False,East Coast,12030.0,12754.0,-35052.0,-1808.0,-13195.0,-1165.0,13919.0,11976.592603249488,-53.40739675051191,777.4073967505119,11277.725375416192,1476.274624583808,4,cv_test
2014-11-01,1,33330.0,4767.0,16816.0,1488.0,724.0,12754.0,False,East Coast,12754.0,14890.0,-33330.0,-4767.0,-19793.0,-7039.0,21929.0,12637.87209622088,-116.12790377911915,2252.127903779119,11348.145786544243,3541.8542134557574,4,cv_test
2014-12-01,1,33474.0,1629.0,17323.0,1548.0,2136.0,14890.0,False,East Coast,14890.0,14787.0,-33474.0,-1629.0,-16232.0,-1342.0,16129.0,14588.829274379574,-301.1707256204263,198.1707256204263,12628.272004291797,2158.727995708203,4,cv_test
2015-01-01,1,33707.0,2386.0,16750.0,1509.0,-103.0,14787.0,False,East Coast,14787.0,15115.0,-33707.0,-2386.0,-17834.0,-3047.0,18162.0,14494.752219440274,-292.2477805597264,620.2477805597264,12530.289763438052,2584.7102365619485,4,cv_test
2015-02-01,1,24375.0,2304.0,12196.0,1452.0,328.0,15115.0,False,East Coast,15115.0,15064.0,-24375.0,-2304.0,-13031.0,2084.0,12980.0,14794.337404101347,-320.6625958986533,269.6625958986533,12420.748375033954,2643.2516249660457,4,cv_test
2015-03-01,1,33415.0,1632.0,19728.0,1622.0,-51.0,15064.0,False,East Coast,15064.0,14823.0,-33415.0,-1632.0,-13697.0,1367.0,13456.0,14747.755561364413,-316.24443863558736,75.24443863558736,12888.766727506607,1934.233272493393,4,cv_test
2015-04-01,1,33897.0,1349.0,15274.0,1510.0,-241.0,14823.0,False,East Coast,14823.0,16615.0,-33897.0,-1349.0,-18462.0,-3639.0,20254.0,14527.633520195757,-295.3664798042428,2087.3664798042428,12453.752678903338,4161.247321096662,4,cv_test
2015-05-01,1,36034.0,4323.0,19847.0,1626.0,1792.0,16615.0,False,East Coast,16615.0,15455.0,-36034.0,-4323.0,-18884.0,-2269.0,17724.0,16164.391602246498,-450.6083977535018,-709.3916022464982,13801.830831845376,1653.1691681546235,4,cv_test
2015-06-01,1,35011.0,2328.0,16847.0,1566.0,-1160.0,15455.0,False,East Coast,15455.0,14161.0,-35011.0,-2328.0,-18926.0,-3471.0,17632.0,15104.883022347582,-350.1169776524184,-943.8830223475816,12926.560668717268,1234.4393312827324,4,cv_test
2015-07-01,1,36609.0,3921.0,21673.0,1543.0,-1294.0,14161.0,False,East Coast,14161.0,13910.0,-36609.0,-3921.0,-17314.0,-3153.0,17063.0,13922.982934081032,-238.017065918968,-12.982934081031999,12490.298333504034,1419.7016664959665,4,cv_test
2015-08-01,1,37189.0,2402.0,23697.0,1453.0,-251.0,13910.0,False,East Coast,13910.0,14637.0,-37189.0,-2402.0,-14441.0,-531.0,15168.0,13693.727198258077,-216.2728017419231,943.2728017419231,12477.57327055338,2159.426729446621,4,cv_test
2015-09-01,1,32167.0,1410.0,16890.0,1390.0,727.0,14637.0,False,East Coast,14637.0,15795.0,-32167.0,-1410.0,-15297.0,-660.0,16455.0,14357.74679962576,-279.2532003742399,1437.25320037424,12451.998765984345,3343.0012340156554,4,cv_test
2015-10-01,1,35421.0,1661.0,20978.0,1388.0,1158.0,15795.0,False,East Coast,15795.0,14984.0,-35421.0,-1661.0,-14716.0,1079.0,13905.0,15415.428640593815,-379.57135940618537,-431.42864059381463,13398.006628207382,1585.9933717926178,4,cv_test
2015-11-01,1,36025.0,1250.0,21963.0,1334.0,-811.0,14984.0,False,East Coast,14984.0,16151.0,-36025.0,-1250.0,-13978.0,1006.0,15145.0,14674.686004130004,-309.3139958699958,1476.3139958699958,14518.598551745725,1632.4014482542752,5,cv_test
2015-12-01,1,35500.0,1723.0,21806.0,1506.0,1167.0,16151.0,False,East Coast,16151.0,18005.0,-35500.0,-1723.0,-13911.0,2240.0,15765.0,15740.58817028693,-410.4118297130699,2264.41182971307,15528.127991276158,2476.8720087238416,5,cv_test
